encoder,C,class_weight,solver,macro_f1,micro_f1,food_f1,price_f1,service_f1,ambiance_f1,miscellaneous_f1
unretrained,10.0,balanced,liblinear,0.7836775587070928,0.9070146818923328,0.9402390438247012,0.9939393939393939,0.8936170212765957,0.8048780487804879,0.2857142857142857
unretrained,10.0,balanced,lbfgs,0.7836775587070928,0.9070146818923328,0.9402390438247012,0.9939393939393939,0.8936170212765957,0.8048780487804879,0.2857142857142857
unretrained,5.0,balanced,liblinear,0.7765479415955003,0.8972267536704731,0.9236947791164659,0.9939393939393939,0.8842105263157894,0.7951807228915663,0.2857142857142857
unretrained,1.0,balanced,lbfgs,0.7758726006674753,0.8803827751196173,0.9186991869918699,0.9878048780487805,0.8775510204081632,0.7727272727272727,0.3225806451612903
unretrained,5.0,balanced,lbfgs,0.7739505389980976,0.8957654723127035,0.9236947791164659,0.9939393939393939,0.8842105263157894,0.7951807228915663,0.2727272727272727
unretrained,2.0,balanced,liblinear,0.7721820593581391,0.8838709677419355,0.9142857142857143,0.9939393939393939,0.8775510204081632,0.7674418604651163,0.3076923076923077
unretrained,1.0,balanced,liblinear,0.7721685895118241,0.8768,0.9142857142857143,0.9878048780487805,0.8775510204081632,0.7586206896551724,0.3225806451612903
unretrained,2.0,balanced,lbfgs,0.7698677315651663,0.8820678513731826,0.9142857142857143,0.9939393939393939,0.865979381443299,0.7674418604651163,0.3076923076923077
unretrained,0.5,balanced,liblinear,0.755764471240218,0.8585055643879174,0.8916666666666667,0.9878048780487805,0.88,0.7415730337078652,0.2777777777777778
unretrained,0.5,balanced,lbfgs,0.7541165311653116,0.8571428571428571,0.8916666666666667,0.9878048780487805,0.88,0.7333333333333333,0.2777777777777778
unretrained,10.0,,liblinear,0.7323901298788827,0.9168026101141925,0.9520295202952029,0.9939393939393939,0.8666666666666667,0.8493150684931506,0.0
unretrained,0.1,balanced,liblinear,0.7321609621411618,0.8275862068965517,0.8680851063829788,0.9878048780487805,0.8349514563106796,0.7032967032967034,0.26666666666666666
unretrained,10.0,,lbfgs,0.7311926125367871,0.9153094462540716,0.9520295202952029,0.9879518072289156,0.8666666666666667,0.8493150684931506,0.0
unretrained,0.1,balanced,lbfgs,0.7291706708790258,0.8251968503937008,0.8680851063829788,0.9878048780487805,0.82,0.7032967032967034,0.26666666666666666
unretrained,2.0,,lbfgs,0.720257982737463,0.8986928104575164,0.9181494661921709,0.9939393939393939,0.8235294117647058,0.8656716417910447,0.0
unretrained,5.0,,liblinear,0.7189655711316362,0.9022801302931596,0.9314079422382672,0.9939393939393939,0.8409090909090909,0.8285714285714286,0.0
unretrained,5.0,,lbfgs,0.7189655711316362,0.9022801302931596,0.9314079422382672,0.9939393939393939,0.8409090909090909,0.8285714285714286,0.0
unretrained,0.05,balanced,liblinear,0.7148681423324669,0.8124031007751938,0.8559322033898306,0.9878048780487805,0.8349514563106796,0.6956521739130435,0.2
unretrained,0.01,balanced,lbfgs,0.7121986912144365,0.8055987558320373,0.8559322033898306,0.9815950920245399,0.8,0.6881720430107527,0.23529411764705882
unretrained,2.0,,liblinear,0.7109227554150174,0.8928571428571429,0.9181494661921709,0.9939393939393939,0.813953488372093,0.8285714285714286,0.0
unretrained,0.05,balanced,lbfgs,0.707110277828928,0.8068535825545171,0.8595744680851064,0.9878048780487805,0.8,0.6881720430107527,0.2
unretrained,1.0,,lbfgs,0.7016927431593807,0.8870703764320785,0.9128919860627178,0.9939393939393939,0.7951807228915663,0.8064516129032258,0.0
unretrained,0.01,balanced,liblinear,0.701496370351032,0.8067484662576687,0.8607594936708861,0.9878048780487805,0.8,0.6956521739130435,0.16326530612244897
unretrained,1.0,,liblinear,0.6997056245868963,0.8834154351395731,0.9090909090909091,0.9878048780487805,0.7951807228915663,0.8064516129032258,0.0
unretrained,0.5,,liblinear,0.6583989349013236,0.8618968386023295,0.9003436426116839,0.9878048780487805,0.75,0.6538461538461539,0.0
unretrained,0.5,,lbfgs,0.6583989349013236,0.8618968386023295,0.9003436426116839,0.9878048780487805,0.75,0.6538461538461539,0.0
unretrained,0.1,,liblinear,0.44542631430158436,0.7886323268206039,0.9003436426116839,0.9878048780487805,0.3389830508474576,0.0,0.0
unretrained,0.1,,lbfgs,0.40781838337737586,0.7755834829443446,0.9003436426116839,0.9878048780487805,0.1509433962264151,0.0,0.0
unretrained,0.05,,liblinear,0.37762970413209285,0.7667269439421338,0.9003436426116839,0.9878048780487805,0.0,0.0,0.0
unretrained,0.05,,lbfgs,0.37762970413209285,0.7667269439421338,0.9003436426116839,0.9878048780487805,0.0,0.0,0.0
unretrained,0.01,,liblinear,0.3612841981355964,0.7473684210526316,0.9003436426116839,0.9060773480662984,0.0,0.0,0.0
unretrained,0.01,,lbfgs,0.35546979804105333,0.7395833333333334,0.9003436426116839,0.8770053475935828,0.0,0.0,0.0
retrained,1.0,balanced,lbfgs,0.8121960535772483,0.927536231884058,0.9692307692307692,0.9879518072289156,0.9072164948453608,0.8888888888888888,0.3076923076923077
retrained,0.5,balanced,liblinear,0.807800449181644,0.9245585874799358,0.9692307692307692,0.9879518072289156,0.9072164948453608,0.8888888888888888,0.2857142857142857
retrained,0.5,balanced,lbfgs,0.807800449181644,0.9245585874799358,0.9692307692307692,0.9879518072289156,0.9072164948453608,0.8888888888888888,0.2857142857142857
retrained,2.0,balanced,liblinear,0.8020887995119734,0.9273021001615509,0.9655172413793104,0.9879518072289156,0.9072164948453608,0.8888888888888888,0.2608695652173913
retrained,2.0,balanced,lbfgs,0.8020887995119734,0.9273021001615509,0.9655172413793104,0.9879518072289156,0.9072164948453608,0.8888888888888888,0.2608695652173913
retrained,1.0,balanced,liblinear,0.798657592038787,0.9258064516129032,0.9692307692307692,0.9879518072289156,0.9072164948453608,0.8888888888888888,0.24
retrained,10.0,balanced,liblinear,0.7924187988315625,0.9300813008130081,0.9655172413793104,0.9879518072289156,0.9072164948453608,0.9014084507042254,0.2
retrained,10.0,balanced,lbfgs,0.7924187988315625,0.9300813008130081,0.9655172413793104,0.9879518072289156,0.9072164948453608,0.9014084507042254,0.2
retrained,5.0,balanced,liblinear,0.7905140369268006,0.9285714285714286,0.9655172413793104,0.9879518072289156,0.9072164948453608,0.9014084507042254,0.19047619047619047
retrained,5.0,balanced,lbfgs,0.7905140369268006,0.9285714285714286,0.9655172413793104,0.9879518072289156,0.9072164948453608,0.9014084507042254,0.19047619047619047
retrained,0.1,balanced,liblinear,0.78128793896578,0.9184,0.9692307692307692,0.9879518072289156,0.9072164948453608,0.9041095890410958,0.13793103448275862
retrained,0.1,balanced,lbfgs,0.7803683987358949,0.9169329073482428,0.9692307692307692,0.9879518072289156,0.9072164948453608,0.9041095890410958,0.13333333333333333
retrained,0.05,balanced,lbfgs,0.7753233536908499,0.9067930489731437,0.9692307692307692,0.9879518072289156,0.9072164948453608,0.9041095890410958,0.10810810810810811
retrained,5.0,,lbfgs,0.7736007599819549,0.9298531810766721,0.9621212121212122,0.9879518072289156,0.9072164948453608,0.8857142857142857,0.125
retrained,10.0,,liblinear,0.7736007599819549,0.9298531810766721,0.9621212121212122,0.9879518072289156,0.9072164948453608,0.8857142857142857,0.125
retrained,10.0,,lbfgs,0.7736007599819549,0.9298531810766721,0.9621212121212122,0.9879518072289156,0.9072164948453608,0.8857142857142857,0.125
retrained,0.01,balanced,lbfgs,0.7682180290597521,0.8940809968847352,0.9692307692307692,0.9879518072289156,0.8888888888888888,0.9041095890410958,0.09090909090909091
